bed1,bed2,jaccA,jaccB
CTCF_hg38_c3.bed,KDM5B_hg38_c3.bed,0.158881,0.204609
BRCA1_hg38_c3.bed,KDM6B_hg38_c3.bed,0.135268,0.171511
CTCF_hg38_c3.bed,KDM6B_hg38_c3.bed,0.045809,0.060782
BRCA1_hg38_c3.bed,KLF10_hg38_c3.bed,0.175478,0.216187
CTCF_hg38_c3.bed,KLF10_hg38_c3.bed,0.040971,0.058643
BRCA1_hg38_c3.bed,KLF12_hg38_c3.bed,0.101579,0.129885
CTCF_hg38_c3.bed,KLF12_hg38_c3.bed,0.014589,0.021314
BRCA1_hg38_c3.bed,KLF13_hg38_c3.bed,0.142414,0.180806
CTCF_hg38_c3.bed,KLF13_hg38_c3.bed,0.027907,0.040758
BRCA1_hg38_c3.bed,KLF14_hg38_c3.bed,0.124984,0.158872
CTCF_hg38_c3.bed,KLF14_hg38_c3.bed,0.019640,0.028653
BRCA1_hg38_c3.bed,KLF15_hg38_c3.bed,0.077659,0.096902
CTCF_hg38_c3.bed,KLF15_hg38_c3.bed,0.012172,0.017331
BRCA1_hg38_c3.bed,KLF16_hg38_c3.bed,0.155156,0.192582
CTCF_hg38_c3.bed,KLF16_hg38_c3.bed,0.049449,0.070537
BRCA1_hg38_c3.bed,KLF17_hg38_c3.bed,0.168554,0.213955
CTCF_hg38_c3.bed,KLF17_hg38_c3.bed,0.053209,0.075532
BRCA1_hg38_c3.bed,KLF1_hg38_c3.bed,0.153646,0.184278
CTCF_hg38_c3.bed,KLF1_hg38_c3.bed,0.128208,0.170359
BRCA1_hg38_c3.bed,KLF3_hg38_c3.bed,0.142734,0.183949
CTCF_hg38_c3.bed,KLF3_hg38_c3.bed,0.046253,0.065998
BRCA1_hg38_c3.bed,KLF4_hg38_c3.bed,0.124450,0.161417
CTCF_hg38_c3.bed,KLF4_hg38_c3.bed,0.101702,0.136172
BRCA1_hg38_c3.bed,KLF5_hg38_c3.bed,0.165253,0.202864
CTCF_hg38_c3.bed,KLF5_hg38_c3.bed,0.083368,0.113515
BRCA1_hg38_c3.bed,KLF6_hg38_c3.bed,0.161739,0.195371
CTCF_hg38_c3.bed,KLF6_hg38_c3.bed,0.100308,0.137715
BRCA1_hg38_c3.bed,KLF7_hg38_c3.bed,0.099254,0.126993
CTCF_hg38_c3.bed,KLF7_hg38_c3.bed,0.014922,0.021773
BRCA1_hg38_c3.bed,KLF8_hg38_c3.bed,0.170662,0.216316
CTCF_hg38_c3.bed,KLF8_hg38_c3.bed,0.043122,0.061796
BRCA1_hg38_c3.bed,KLF9_hg38_c3.bed,0.163401,0.204599
CTCF_hg38_c3.bed,KLF9_hg38_c3.bed,0.086805,0.115626
BRCA1_hg38_c3.bed,KMT2A_hg38_c3.bed,0.080505,0.106304
CTCF_hg38_c3.bed,KMT2A_hg38_c3.bed,0.163099,0.210559
BRCA1_hg38_c3.bed,KMT2B-D_hg38_c3.bed,0.145518,0.185733
CTCF_hg38_c3.bed,KMT2B-D_hg38_c3.bed,0.045007,0.066347
BRCA1_hg38_c3.bed,KMT2B_hg38_c3.bed,0.163752,0.198638
CTCF_hg38_c3.bed,KMT2B_hg38_c3.bed,0.095194,0.131652
BRCA1_hg38_c3.bed,KMT2C_hg38_c3.bed,0.118854,0.145228
CTCF_hg38_c3.bed,KMT2C_hg38_c3.bed,0.030777,0.043605
BRCA1_hg38_c3.bed,KMT2D_hg38_c3.bed,0.177960,0.219304
CTCF_hg38_c3.bed,KMT2D_hg38_c3.bed,0.041321,0.058673
BRCA1_hg38_c3.bed,L3MBTL2_hg38_c3.bed,0.149123,0.186750
CTCF_hg38_c3.bed,L3MBTL2_hg38_c3.bed,0.065797,0.092568
BRCA1_hg38_c3.bed,L3MBTL4_hg38_c3.bed,0.077356,0.096409
CTCF_hg38_c3.bed,L3MBTL4_hg38_c3.bed,0.014714,0.020858
BRCA1_hg38_c3.bed,LCORL_hg38_c3.bed,0.020717,0.026935
CTCF_hg38_c3.bed,LCORL_hg38_c3.bed,0.008080,0.011344
BRCA1_hg38_c3.bed,LDB1_hg38_c3.bed,0.106541,0.136872
CTCF_hg38_c3.bed,LDB1_hg38_c3.bed,0.082081,0.110760
BRCA1_hg38_c3.bed,LEF1_hg38_c3.bed,0.063420,0.079008
CTCF_hg38_c3.bed,LEF1_hg38_c3.bed,0.022320,0.032058
BRCA1_hg38_c3.bed,LHX2_hg38_c3.bed,0.025137,0.030466
CTCF_hg38_c3.bed,LHX2_hg38_c3.bed,0.011250,0.015128
BRCA1_hg38_c3.bed,LIN54_hg38_c3.bed,0.146297,0.185952
CTCF_hg38_c3.bed,LIN54_hg38_c3.bed,0.036060,0.052390
BRCA1_hg38_c3.bed,LIN9_hg38_c3.bed,0.057080,0.074436
CTCF_hg38_c3.bed,LIN9_hg38_c3.bed,0.006235,0.009449
BRCA1_hg38_c3.bed,LMO1_hg38_c3.bed,0.120332,0.155287
CTCF_hg38_c3.bed,LMO1_hg38_c3.bed,0.041386,0.058398
BRCA1_hg38_c3.bed,LMO2_hg38_c3.bed,0.081953,0.110479
CTCF_hg38_c3.bed,LMO2_hg38_c3.bed,0.073109,0.095809
BRCA1_hg38_c3.bed,LYL1_hg38_c3.bed,0.030792,0.038826
CTCF_hg38_c3.bed,LYL1_hg38_c3.bed,0.020569,0.027960
BRCA1_hg38_c3.bed,MAF1_hg38_c3.bed,0.073392,0.093196
CTCF_hg38_c3.bed,MAF1_hg38_c3.bed,0.024405,0.032089
BRCA1_hg38_c3.bed,MAFB_hg38_c3.bed,0.072761,0.096002
CTCF_hg38_c3.bed,MAFB_hg38_c3.bed,0.042014,0.056830
BRCA1_hg38_c3.bed,MAFF_hg38_c3.bed,0.142977,0.189198
CTCF_hg38_c3.bed,MAFF_hg38_c3.bed,0.056336,0.078732
BRCA1_hg38_c3.bed,MAFG_hg38_c3.bed,0.030607,0.041807
CTCF_hg38_c3.bed,MAFG_hg38_c3.bed,0.026811,0.036383
BRCA1_hg38_c3.bed,MAFK_hg38_c3.bed,0.079903,0.112433
CTCF_hg38_c3.bed,MAFK_hg38_c3.bed,0.050795,0.069870
BRCA1_hg38_c3.bed,MAF_hg38_c3.bed,0.099034,0.131309
CTCF_hg38_c3.bed,MAF_hg38_c3.bed,0.138240,0.182260
BRCA1_hg38_c3.bed,MAML1_hg38_c3.bed,0.121302,0.148067
CTCF_hg38_c3.bed,MAML1_hg38_c3.bed,0.039317,0.055366
BRCA1_hg38_c3.bed,MAML3_hg38_c3.bed,0.008221,0.009886
CTCF_hg38_c3.bed,MAML3_hg38_c3.bed,0.005052,0.006768
BRCA1_hg38_c3.bed,MAX_hg38_c3.bed,0.090904,0.112041
CTCF_hg38_c3.bed,MAX_hg38_c3.bed,0.225466,0.285682
BRCA1_hg38_c3.bed,MAZ_hg38_c3.bed,0.172457,0.203742
CTCF_hg38_c3.bed,MAZ_hg38_c3.bed,0.135531,0.180973
BRCA1_hg38_c3.bed,MBD1_hg38_c3.bed,0.157491,0.195459
CTCF_hg38_c3.bed,MBD1_hg38_c3.bed,0.032818,0.047355
BRCA1_hg38_c3.bed,MBD2_hg38_c3.bed,0.162712,0.201138
CTCF_hg38_c3.bed,MBD2_hg38_c3.bed,0.047316,0.066039
BRCA1_hg38_c3.bed,MBD3_hg38_c3.bed,0.072906,0.092519
CTCF_hg38_c3.bed,MBD3_hg38_c3.bed,0.025352,0.032915
BRCA1_hg38_c3.bed,MBD4_hg38_c3.bed,0.005302,0.006414
CTCF_hg38_c3.bed,MBD4_hg38_c3.bed,0.002770,0.003686
BRCA1_hg38_c3.bed,MCM2_hg38_c3.bed,0.000653,0.000849
CTCF_hg38_c3.bed,MCM2_hg38_c3.bed,0.000980,0.001304
BRCA1_hg38_c3.bed,MCM3_hg38_c3.bed,0.005348,0.006853
CTCF_hg38_c3.bed,MCM3_hg38_c3.bed,0.010856,0.013084
BRCA1_hg38_c3.bed,MCM5_hg38_c3.bed,0.001741,0.002170
CTCF_hg38_c3.bed,MCM5_hg38_c3.bed,0.003017,0.003744
BRCA1_hg38_c3.bed,MCM7_hg38_c3.bed,0.002100,0.002504
CTCF_hg38_c3.bed,MCM7_hg38_c3.bed,0.001096,0.001512
BRCA1_hg38_c3.bed,MCRS1_hg38_c3.bed,0.161208,0.205341
CTCF_hg38_c3.bed,MCRS1_hg38_c3.bed,0.039039,0.054233
BRCA1_hg38_c3.bed,MECOM_hg38_c3.bed,0.124307,0.159128
CTCF_hg38_c3.bed,MECOM_hg38_c3.bed,0.054482,0.074751
BRCA1_hg38_c3.bed,MECP2_hg38_c3.bed,0.001633,0.002366
CTCF_hg38_c3.bed,MECP2_hg38_c3.bed,0.000487,0.000691
BRCA1_hg38_c3.bed,MED12_hg38_c3.bed,0.125581,0.160923
CTCF_hg38_c3.bed,MED12_hg38_c3.bed,0.079996,0.106333
BRCA1_hg38_c3.bed,MED1_hg38_c3.bed,0.059266,0.078749
CTCF_hg38_c3.bed,MED1_hg38_c3.bed,0.229858,0.289402
BRCA1_hg38_c3.bed,MED25_hg38_c3.bed,0.053741,0.070444
CTCF_hg38_c3.bed,MED25_hg38_c3.bed,0.011105,0.016201
BRCA1_hg38_c3.bed,MED26_hg38_c3.bed,0.144791,0.191969
CTCF_hg38_c3.bed,MED26_hg38_c3.bed,0.079613,0.106629
BRCA1_hg38_c3.bed,MED_hg38_c3.bed,0.056993,0.075710
CTCF_hg38_c3.bed,MED_hg38_c3.bed,0.239373,0.299566
BRCA1_hg38_c3.bed,MEF2A_hg38_c3.bed,0.137120,0.167732
CTCF_hg38_c3.bed,MEF2A_hg38_c3.bed,0.071952,0.099463
BRCA1_hg38_c3.bed,MEF2B_hg38_c3.bed,0.084359,0.109301
CTCF_hg38_c3.bed,MEF2B_hg38_c3.bed,0.051294,0.070016
BRCA1_hg38_c3.bed,MEF2C_hg38_c3.bed,0.026115,0.032286
CTCF_hg38_c3.bed,MEF2C_hg38_c3.bed,0.008977,0.012570
BRCA1_hg38_c3.bed,MEF2D_hg38_c3.bed,0.138928,0.181373
CTCF_hg38_c3.bed,MEF2D_hg38_c3.bed,0.056773,0.075471
BRCA1_hg38_c3.bed,MEIS1_hg38_c3.bed,0.041391,0.053298
CTCF_hg38_c3.bed,MEIS1_hg38_c3.bed,0.029791,0.040669
BRCA1_hg38_c3.bed,MEIS2_hg38_c3.bed,0.078942,0.102466
CTCF_hg38_c3.bed,MEIS2_hg38_c3.bed,0.045232,0.063175
BRCA1_hg38_c3.bed,MEN1_hg38_c3.bed,0.113885,0.149532
CTCF_hg38_c3.bed,MEN1_hg38_c3.bed,0.040899,0.054216
BRCA1_hg38_c3.bed,MGA_hg38_c3.bed,0.137263,0.185219
CTCF_hg38_c3.bed,MGA_hg38_c3.bed,0.069638,0.096762
BRCA1_hg38_c3.bed,MIER1_hg38_c3.bed,0.048277,0.063748
CTCF_hg38_c3.bed,MIER1_hg38_c3.bed,0.016435,0.023043
BRCA1_hg38_c3.bed,MITF_hg38_c3.bed,0.091308,0.125777
CTCF_hg38_c3.bed,MITF_hg38_c3.bed,0.068624,0.092486
BRCA1_hg38_c3.bed,MLLT1_hg38_c3.bed,0.106467,0.135067
CTCF_hg38_c3.bed,MLLT1_hg38_c3.bed,0.097914,0.131355
BRCA1_hg38_c3.bed,MLLT3_hg38_c3.bed,0.108179,0.139185
CTCF_hg38_c3.bed,MLLT3_hg38_c3.bed,0.030517,0.042828
BRCA1_hg38_c3.bed,MLXIP_hg38_c3.bed,0.005121,0.006956
CTCF_hg38_c3.bed,MLXIP_hg38_c3.bed,0.000864,0.001192
BRCA1_hg38_c3.bed,MLX_hg38_c3.bed,0.160771,0.198645
CTCF_hg38_c3.bed,MLX_hg38_c3.bed,0.046648,0.065777
BRCA1_hg38_c3.bed,MNT_hg38_c3.bed,0.146370,0.184894
CTCF_hg38_c3.bed,MNT_hg38_c3.bed,0.079880,0.110301
BRCA1_hg38_c3.bed,MNX1_hg38_c3.bed,0.155586,0.196331
CTCF_hg38_c3.bed,MNX1_hg38_c3.bed,0.061617,0.085222
BRCA1_hg38_c3.bed,MORC2_hg38_c3.bed,0.134175,0.171811
CTCF_hg38_c3.bed,MORC2_hg38_c3.bed,0.038584,0.051716
BRCA1_hg38_c3.bed,MPHOSPH8_hg38_c3.bed,0.007089,0.008558
CTCF_hg38_c3.bed,MPHOSPH8_hg38_c3.bed,0.003915,0.004684
BRCA1_hg38_c3.bed,MRTFA_hg38_c3.bed,0.088345,0.115534
CTCF_hg38_c3.bed,MRTFA_hg38_c3.bed,0.013733,0.020756
BRCA1_hg38_c3.bed,MRTFB_hg38_c3.bed,0.155238,0.192398
CTCF_hg38_c3.bed,MRTFB_hg38_c3.bed,0.075242,0.105920
BRCA1_hg38_c3.bed,MSX2_hg38_c3.bed,0.067715,0.083066
CTCF_hg38_c3.bed,MSX2_hg38_c3.bed,0.016158,0.022606
BRCA1_hg38_c3.bed,MTA1_hg38_c3.bed,0.141740,0.175461
CTCF_hg38_c3.bed,MTA1_hg38_c3.bed,0.095870,0.128522
BRCA1_hg38_c3.bed,MTA2_hg38_c3.bed,0.099483,0.124550
CTCF_hg38_c3.bed,MTA2_hg38_c3.bed,0.131364,0.175928
BRCA1_hg38_c3.bed,MTA3_hg38_c3.bed,0.134038,0.165606
CTCF_hg38_c3.bed,MTA3_hg38_c3.bed,0.084217,0.116623
BRCA1_hg38_c3.bed,MTF2_hg38_c3.bed,0.074314,0.098138
CTCF_hg38_c3.bed,MTF2_hg38_c3.bed,0.033752,0.044541
BRCA1_hg38_c3.bed,MXD4_hg38_c3.bed,0.145397,0.180919
CTCF_hg38_c3.bed,MXD4_hg38_c3.bed,0.074106,0.102508
BRCA1_hg38_c3.bed,MXI1_hg38_c3.bed,0.196342,0.234808
CTCF_hg38_c3.bed,MXI1_hg38_c3.bed,0.093725,0.125504
BRCA1_hg38_c3.bed,MYBL2_hg38_c3.bed,0.118803,0.152067
CTCF_hg38_c3.bed,MYBL2_hg38_c3.bed,0.096129,0.129103
BRCA1_hg38_c3.bed,MYB_hg38_c3.bed,0.090059,0.113982
CTCF_hg38_c3.bed,MYB_hg38_c3.bed,0.158491,0.206252
BRCA1_hg38_c3.bed,MYC-DAXX_hg38_c3.bed,0.109872,0.136853
CTCF_hg38_c3.bed,MYC-DAXX_hg38_c3.bed,0.019951,0.027577
BRCA1_hg38_c3.bed,MYCN_hg38_c3.bed,0.108528,0.136163
CTCF_hg38_c3.bed,MYCN_hg38_c3.bed,0.177561,0.227382
BRCA1_hg38_c3.bed,MYC_hg38_c3.bed,0.071691,0.092397
CTCF_hg38_c3.bed,MYC_hg38_c3.bed,0.244111,0.304996
BRCA1_hg38_c3.bed,MYF5_hg38_c3.bed,0.078023,0.101398
CTCF_hg38_c3.bed,MYF5_hg38_c3.bed,0.021658,0.030083
BRCA1_hg38_c3.bed,MYNN_hg38_c3.bed,0.154681,0.191783
CTCF_hg38_c3.bed,MYNN_hg38_c3.bed,0.092819,0.125540
BRCA1_hg38_c3.bed,MYOCD_hg38_c3.bed,0.020269,0.025444
CTCF_hg38_c3.bed,MYOCD_hg38_c3.bed,0.011723,0.015053
BRCA1_hg38_c3.bed,MYOD1_hg38_c3.bed,0.100576,0.132802
CTCF_hg38_c3.bed,MYOD1_hg38_c3.bed,0.147347,0.189987
BRCA1_hg38_c3.bed,MYOG_hg38_c3.bed,0.046173,0.064597
CTCF_hg38_c3.bed,MYOG_hg38_c3.bed,0.046044,0.060108
BRCA1_hg38_c3.bed,MZF1_hg38_c3.bed,0.085872,0.109884
CTCF_hg38_c3.bed,MZF1_hg38_c3.bed,0.025661,0.036311
BRCA1_hg38_c3.bed,NAB2_hg38_c3.bed,0.024172,0.028147
CTCF_hg38_c3.bed,NAB2_hg38_c3.bed,0.003357,0.004515
BRCA1_hg38_c3.bed,NANOG_hg38_c3.bed,0.096788,0.125607
CTCF_hg38_c3.bed,NANOG_hg38_c3.bed,0.108233,0.141784
BRCA1_hg38_c3.bed,NBN_hg38_c3.bed,0.120343,0.151045
CTCF_hg38_c3.bed,NBN_hg38_c3.bed,0.073646,0.103093
BRCA1_hg38_c3.bed,NCAPH2_hg38_c3.bed,0.120886,0.158194
CTCF_hg38_c3.bed,NCAPH2_hg38_c3.bed,0.102082,0.133087
BRCA1_hg38_c3.bed,NCBP1_hg38_c3.bed,0.175464,0.219597
CTCF_hg38_c3.bed,NCBP1_hg38_c3.bed,0.023546,0.033244
BRCA1_hg38_c3.bed,NCOA1_hg38_c3.bed,0.096538,0.127249
CTCF_hg38_c3.bed,NCOA1_hg38_c3.bed,0.052046,0.071317
BRCA1_hg38_c3.bed,NCOA2_hg38_c3.bed,0.068180,0.090201
CTCF_hg38_c3.bed,NCOA2_hg38_c3.bed,0.054448,0.071503
BRCA1_hg38_c3.bed,NCOA3_hg38_c3.bed,0.062578,0.083976
CTCF_hg38_c3.bed,NCOA3_hg38_c3.bed,0.038905,0.051462
BRCA1_hg38_c3.bed,NCOA4_hg38_c3.bed,0.005074,0.006336
CTCF_hg38_c3.bed,NCOA4_hg38_c3.bed,0.002100,0.002847
BRCA1_hg38_c3.bed,NCOA6_hg38_c3.bed,0.015545,0.019719
CTCF_hg38_c3.bed,NCOA6_hg38_c3.bed,0.002327,0.003332
BRCA1_hg38_c3.bed,NCOR1_hg38_c3.bed,0.112367,0.147754
CTCF_hg38_c3.bed,NCOR1_hg38_c3.bed,0.077561,0.105304
BRCA1_hg38_c3.bed,NCOR2_hg38_c3.bed,0.076576,0.101767
CTCF_hg38_c3.bed,NCOR2_hg38_c3.bed,0.048460,0.064955
BRCA1_hg38_c3.bed,NELFA_hg38_c3.bed,0.196959,0.243233
CTCF_hg38_c3.bed,NELFA_hg38_c3.bed,0.038868,0.054947
BRCA1_hg38_c3.bed,NELFCD_hg38_c3.bed,0.186209,0.233720
CTCF_hg38_c3.bed,NELFCD_hg38_c3.bed,0.034745,0.049575
BRCA1_hg38_c3.bed,NELFE_hg38_c3.bed,0.139210,0.174577
CTCF_hg38_c3.bed,NELFE_hg38_c3.bed,0.135974,0.177800
BRCA1_hg38_c3.bed,NEUROD1_hg38_c3.bed,0.108224,0.143111
CTCF_hg38_c3.bed,NEUROD1_hg38_c3.bed,0.112884,0.146344
BRCA1_hg38_c3.bed,NEUROG2_hg38_c3.bed,0.076416,0.097923
CTCF_hg38_c3.bed,NEUROG2_hg38_c3.bed,0.056134,0.073023
BRCA1_hg38_c3.bed,NFAT5_hg38_c3.bed,0.164592,0.206188
CTCF_hg38_c3.bed,NFAT5_hg38_c3.bed,0.044267,0.060481
BRCA1_hg38_c3.bed,NFATC1_hg38_c3.bed,0.117922,0.155857
CTCF_hg38_c3.bed,NFATC1_hg38_c3.bed,0.041110,0.057105
BRCA1_hg38_c3.bed,NFATC2_hg38_c3.bed,0.061521,0.081710
CTCF_hg38_c3.bed,NFATC2_hg38_c3.bed,0.014465,0.020856
BRCA1_hg38_c3.bed,NFATC3_hg38_c3.bed,0.110405,0.139685
CTCF_hg38_c3.bed,NFATC3_hg38_c3.bed,0.073731,0.100956
BRCA1_hg38_c3.bed,NFE2L1_hg38_c3.bed,0.005393,0.007020
CTCF_hg38_c3.bed,NFE2L1_hg38_c3.bed,0.002648,0.003792
BRCA1_hg38_c3.bed,NFE2L2_hg38_c3.bed,0.170562,0.207352
CTCF_hg38_c3.bed,NFE2L2_hg38_c3.bed,0.102084,0.138973
BRCA1_hg38_c3.bed,NFE2_hg38_c3.bed,0.138306,0.169451
CTCF_hg38_c3.bed,NFE2_hg38_c3.bed,0.138991,0.185134
BRCA1_hg38_c3.bed,NFIA_hg38_c3.bed,0.042349,0.053870
CTCF_hg38_c3.bed,NFIA_hg38_c3.bed,0.021871,0.030072
BRCA1_hg38_c3.bed,NFIB_hg38_c3.bed,0.084685,0.109449
CTCF_hg38_c3.bed,NFIB_hg38_c3.bed,0.030982,0.043144
BRCA1_hg38_c3.bed,NFIC_hg38_c3.bed,0.088839,0.110308
CTCF_hg38_c3.bed,NFIC_hg38_c3.bed,0.104527,0.139524
BRCA1_hg38_c3.bed,NFIL3_hg38_c3.bed,0.012906,0.016020
CTCF_hg38_c3.bed,NFIL3_hg38_c3.bed,0.005141,0.007100
BRCA1_hg38_c3.bed,NFIX_hg38_c3.bed,0.006992,0.008888
CTCF_hg38_c3.bed,NFIX_hg38_c3.bed,0.002871,0.003914
BRCA1_hg38_c3.bed,NFKB1_hg38_c3.bed,0.128846,0.164258
CTCF_hg38_c3.bed,NFKB1_hg38_c3.bed,0.119706,0.155591
BRCA1_hg38_c3.bed,NFKB2_hg38_c3.bed,0.031805,0.040633
CTCF_hg38_c3.bed,NFKB2_hg38_c3.bed,0.017445,0.023070
BRCA1_hg38_c3.bed,NFKBIA_hg38_c3.bed,0.001886,0.002374
CTCF_hg38_c3.bed,NFKBIA_hg38_c3.bed,0.001828,0.002268
BRCA1_hg38_c3.bed,NFKBIZ_hg38_c3.bed,0.161223,0.197976
CTCF_hg38_c3.bed,NFKBIZ_hg38_c3.bed,0.069835,0.096631
BRCA1_hg38_c3.bed,NFRKB_hg38_c3.bed,0.092666,0.120574
CTCF_hg38_c3.bed,NFRKB_hg38_c3.bed,0.021854,0.031695
BRCA1_hg38_c3.bed,NFXL1_hg38_c3.bed,0.013325,0.016860
CTCF_hg38_c3.bed,NFXL1_hg38_c3.bed,0.007600,0.009887
BRCA1_hg38_c3.bed,NFYA_hg38_c3.bed,0.179732,0.220712
CTCF_hg38_c3.bed,NFYA_hg38_c3.bed,0.052197,0.075450
BRCA1_hg38_c3.bed,NFYB_hg38_c3.bed,0.162555,0.204626
CTCF_hg38_c3.bed,NFYB_hg38_c3.bed,0.055643,0.078243
BRCA1_hg38_c3.bed,NFYC_hg38_c3.bed,0.163958,0.204880
CTCF_hg38_c3.bed,NFYC_hg38_c3.bed,0.047549,0.067306
BRCA1_hg38_c3.bed,NIPBL_hg38_c3.bed,0.161963,0.194066
CTCF_hg38_c3.bed,NIPBL_hg38_c3.bed,0.098156,0.134811
BRCA1_hg38_c3.bed,NKX2-1_hg38_c3.bed,0.095529,0.128240
CTCF_hg38_c3.bed,NKX2-1_hg38_c3.bed,0.071802,0.096470
BRCA1_hg38_c3.bed,NKX2-5_hg38_c3.bed,0.033784,0.044980
CTCF_hg38_c3.bed,NKX2-5_hg38_c3.bed,0.015942,0.021287
BRCA1_hg38_c3.bed,NKX3-1_hg38_c3.bed,0.085985,0.114412
CTCF_hg38_c3.bed,NKX3-1_hg38_c3.bed,0.058677,0.080744
BRCA1_hg38_c3.bed,NME2_hg38_c3.bed,0.001495,0.001595
CTCF_hg38_c3.bed,NME2_hg38_c3.bed,0.001512,0.001784
BRCA1_hg38_c3.bed,NONO_hg38_c3.bed,0.176042,0.216718
CTCF_hg38_c3.bed,NONO_hg38_c3.bed,0.048378,0.066489
BRCA1_hg38_c3.bed,NOTCH1_hg38_c3.bed,0.133992,0.168667
CTCF_hg38_c3.bed,NOTCH1_hg38_c3.bed,0.074108,0.100699
BRCA1_hg38_c3.bed,NOTCH3_hg38_c3.bed,0.029981,0.042227
CTCF_hg38_c3.bed,NOTCH3_hg38_c3.bed,0.018637,0.023492
BRCA1_hg38_c3.bed,NR0B1_hg38_c3.bed,0.011350,0.013598
CTCF_hg38_c3.bed,NR0B1_hg38_c3.bed,0.001371,0.001915
BRCA1_hg38_c3.bed,NR1H2_hg38_c3.bed,0.139843,0.171337
CTCF_hg38_c3.bed,NR1H2_hg38_c3.bed,0.042568,0.060045
BRCA1_hg38_c3.bed,NR1H3_hg38_c3.bed,0.003010,0.003757
CTCF_hg38_c3.bed,NR1H3_hg38_c3.bed,0.001384,0.001808
BRCA1_hg38_c3.bed,NR2C1_hg38_c3.bed,0.079837,0.103853
CTCF_hg38_c3.bed,NR2C1_hg38_c3.bed,0.022578,0.032620
BRCA1_hg38_c3.bed,NR2C2_hg38_c3.bed,0.150816,0.188317
CTCF_hg38_c3.bed,NR2C2_hg38_c3.bed,0.045380,0.064515
BRCA1_hg38_c3.bed,NR2F1_hg38_c3.bed,0.113284,0.141116
CTCF_hg38_c3.bed,NR2F1_hg38_c3.bed,0.069889,0.096176
BRCA1_hg38_c3.bed,NR2F2_hg38_c3.bed,0.087476,0.112375
CTCF_hg38_c3.bed,NR2F2_hg38_c3.bed,0.130942,0.172124
BRCA1_hg38_c3.bed,NR2F6_hg38_c3.bed,0.065189,0.082183
CTCF_hg38_c3.bed,NR2F6_hg38_c3.bed,0.049374,0.067348
BRCA1_hg38_c3.bed,NR3C1_hg38_c3.bed,0.070676,0.092625
CTCF_hg38_c3.bed,NR3C1_hg38_c3.bed,0.198887,0.254390
BRCA1_hg38_c3.bed,NR4A1_hg38_c3.bed,0.109192,0.137430
CTCF_hg38_c3.bed,NR4A1_hg38_c3.bed,0.057430,0.078828
BRCA1_hg38_c3.bed,NR5A1_hg38_c3.bed,0.059595,0.076096
CTCF_hg38_c3.bed,NR5A1_hg38_c3.bed,0.023666,0.032898
BRCA1_hg38_c3.bed,NR5A2_hg38_c3.bed,0.081705,0.103356
CTCF_hg38_c3.bed,NR5A2_hg38_c3.bed,0.023763,0.033651
BRCA1_hg38_c3.bed,NRF1_hg38_c3.bed,0.186355,0.228767
CTCF_hg38_c3.bed,NRF1_hg38_c3.bed,0.083035,0.112919
BRCA1_hg38_c3.bed,NRIP1_hg38_c3.bed,0.078664,0.104410
CTCF_hg38_c3.bed,NRIP1_hg38_c3.bed,0.071298,0.093734
BRCA1_hg38_c3.bed,NRL_hg38_c3.bed,0.089444,0.116213
CTCF_hg38_c3.bed,NRL_hg38_c3.bed,0.022873,0.030147
BRCA1_hg38_c3.bed,NSD2_hg38_c3.bed,0.011827,0.015424
CTCF_hg38_c3.bed,NSD2_hg38_c3.bed,0.006206,0.007997
BRCA1_hg38_c3.bed,NUFIP1_hg38_c3.bed,0.002860,0.003563
CTCF_hg38_c3.bed,NUFIP1_hg38_c3.bed,0.000394,0.000575
BRCA1_hg38_c3.bed,NUP98-HOXA9_hg38_c3.bed,0.018972,0.020898
CTCF_hg38_c3.bed,NUP98-HOXA9_hg38_c3.bed,0.007402,0.009008
BRCA1_hg38_c3.bed,NUTM1_hg38_c3.bed,0.038628,0.053555
CTCF_hg38_c3.bed,NUTM1_hg38_c3.bed,0.033116,0.042243
BRCA1_hg38_c3.bed,OGG1_hg38_c3.bed,0.079063,0.106615
CTCF_hg38_c3.bed,OGG1_hg38_c3.bed,0.061177,0.079317
BRCA1_hg38_c3.bed,OGT_hg38_c3.bed,0.096891,0.131065
CTCF_hg38_c3.bed,OGT_hg38_c3.bed,0.011842,0.018111
BRCA1_hg38_c3.bed,OLIG2_hg38_c3.bed,0.154311,0.197327
CTCF_hg38_c3.bed,OLIG2_hg38_c3.bed,0.052799,0.073366
BRCA1_hg38_c3.bed,ONECUT1_hg38_c3.bed,0.046043,0.063923
CTCF_hg38_c3.bed,ONECUT1_hg38_c3.bed,0.045564,0.059663
BRCA1_hg38_c3.bed,ONECUT2_hg38_c3.bed,0.062253,0.086321
CTCF_hg38_c3.bed,ONECUT2_hg38_c3.bed,0.039698,0.052743
BRCA1_hg38_c3.bed,OSR2_hg38_c3.bed,0.107347,0.133857
CTCF_hg38_c3.bed,OSR2_hg38_c3.bed,0.043505,0.060928
BRCA1_hg38_c3.bed,OTX2_hg38_c3.bed,0.073821,0.102965
CTCF_hg38_c3.bed,OTX2_hg38_c3.bed,0.043398,0.054611
BRCA1_hg38_c3.bed,OVOL1_hg38_c3.bed,0.061096,0.076730
CTCF_hg38_c3.bed,OVOL1_hg38_c3.bed,0.014734,0.021014
BRCA1_hg38_c3.bed,OVOL3_hg38_c3.bed,0.049147,0.063226
